0 1 2 
1 0 3 4 
2 0 5 6 
3 1 7 8 
4 1 9 10 
5 2 11 12 
6 2 13 14 
7 3 15 16 
8 3 17 18 
9 4 19 20 
10 4 21 22 
11 5 23 24 
12 5 25 26 
13 6 27 28 
14 6 29 30 
15 7 31 32 
16 7 33 34 
17 8 35 36 
18 8 37 38 
19 9 39 40 
20 9 41 42 
21 10 43 44 
22 10 45 46 
23 11 47 48 
24 11 49 50 
25 12 51 52 
26 12 53 54 
27 13 55 56 
28 13 57 58 
29 14 59 60 
30 14 61 62 
31 15 76 91 
32 15 67 90 
33 16 65 73 
34 16 84 92 
35 17 66 78 
36 17 72 91 
37 18 72 88 
38 18 81 89 
39 19 67 79 
40 19 63 65 
41 20 73 88 
42 20 83 87 
43 21 82 93 
44 21 69 74 
45 22 70 80 
46 22 75 89 
47 23 77 94 
48 23 69 85 
49 24 71 77 
50 24 64 82 
51 25 63 84 
52 25 64 86 
53 26 76 85 
54 26 68 81 
55 27 83 90 
56 27 71 93 
57 28 78 79 
58 28 75 87 
59 29 80 86 
60 29 66 70 
61 30 68 92 
62 30 74 94 
63 40 51 95 
64 50 52 95 
65 33 40 96 
66 35 60 96 
67 32 39 97 
68 54 61 97 
69 44 48 98 
70 45 60 98 
71 49 56 99 
72 36 37 99 
73 33 41 100 
74 44 62 100 
75 46 58 101 
76 31 53 101 
77 47 49 102 
78 35 57 102 
79 39 57 103 
80 45 59 103 
81 38 54 104 
82 43 50 104 
83 42 55 105 
84 34 51 105 
85 48 53 106 
86 52 59 106 
87 42 58 107 
88 37 41 107 
89 38 46 108 
90 32 55 108 
91 31 36 109 
92 34 61 109 
93 43 56 110 
94 47 62 110 
95 63 64 111 
96 65 66 111 
97 67 68 112 
98 69 70 112 
99 71 72 113 
100 73 74 113 
101 75 76 114 
102 77 78 114 
103 79 80 115 
104 81 82 115 
105 83 84 116 
106 85 86 116 
107 87 88 117 
108 89 90 117 
109 91 92 118 
110 93 94 118 
111 95 96 119 
112 97 98 119 
113 99 100 120 
114 101 102 120 
115 103 104 121 
116 105 106 121 
117 107 108 122 
118 109 110 122 
119 111 112 123 
120 113 114 123 
121 115 116 124 
122 117 118 124 
123 119 120 125 
124 121 122 125 
125 123 124 
