0 1 2 
1 0 3 4 
2 0 5 6 
3 1 7 8 
4 1 9 10 
5 2 11 12 
6 2 13 14 
7 3 15 16 
8 3 17 18 
9 4 19 20 
10 4 21 22 
11 5 23 24 
12 5 25 26 
13 6 27 28 
14 6 29 30 
15 7 31 32 
16 7 33 34 
17 8 35 36 
18 8 37 38 
19 9 39 40 
20 9 41 42 
21 10 43 44 
22 10 45 46 
23 11 47 48 
24 11 49 50 
25 12 51 52 
26 12 53 54 
27 13 55 56 
28 13 57 58 
29 14 59 60 
30 14 61 62 
31 15 63 64 
32 15 65 66 
33 16 67 68 
34 16 69 70 
35 17 71 72 
36 17 73 74 
37 18 75 76 
38 18 77 78 
39 19 79 80 
40 19 81 82 
41 20 83 84 
42 20 85 86 
43 21 87 88 
44 21 89 90 
45 22 91 92 
46 22 93 94 
47 23 95 96 
48 23 97 98 
49 24 99 100 
50 24 101 102 
51 25 103 104 
52 25 105 106 
53 26 107 108 
54 26 109 110 
55 27 111 112 
56 27 113 114 
57 28 115 116 
58 28 117 118 
59 29 119 120 
60 29 121 122 
61 30 123 124 
62 30 125 126 
63 31 147 177 
64 31 128 171 
65 32 129 170 
66 32 175 178 
67 33 158 175 
68 33 169 180 
69 34 143 156 
70 34 166 186 
71 35 140 173 
72 35 131 190 
73 36 167 176 
74 36 146 152 
75 37 144 188 
76 37 129 168 
77 38 160 184 
78 38 172 185 
79 39 176 180 
80 39 159 173 
81 40 139 161 
82 40 151 181 
83 41 162 170 
84 41 140 153 
85 42 155 187 
86 42 127 188 
87 43 158 179 
88 43 145 168 
89 44 164 182 
90 44 163 169 
91 45 137 143 
92 45 166 178 
93 46 131 159 
94 46 138 185 
95 47 133 189 
96 47 149 163 
97 48 142 150 
98 48 128 189 
99 49 156 177 
100 49 154 182 
101 50 135 186 
102 50 135 165 
103 51 130 133 
104 51 142 153 
105 52 148 165 
106 52 127 151 
107 53 181 184 
108 53 161 183 
109 54 160 187 
110 54 136 139 
111 55 136 145 
112 55 147 162 
113 56 157 174 
114 56 148 164 
115 57 134 149 
116 57 146 157 
117 58 134 172 
118 58 130 167 
119 59 141 150 
120 59 138 144 
121 60 154 155 
122 60 132 137 
123 61 132 141 
124 61 174 179 
125 62 171 190 
126 62 152 183 
127 86 106 191 
128 64 98 191 
129 65 76 192 
130 103 118 192 
131 72 93 193 
132 122 123 193 
133 95 103 194 
134 115 117 194 
135 101 102 195 
136 110 111 195 
137 91 122 196 
138 94 120 196 
139 81 110 197 
140 71 84 197 
141 119 123 198 
142 97 104 198 
143 69 91 199 
144 75 120 199 
145 88 111 200 
146 74 116 200 
147 63 112 201 
148 105 114 201 
149 96 115 202 
150 97 119 202 
151 82 106 203 
152 74 126 203 
153 84 104 204 
154 100 121 204 
155 85 121 205 
156 69 99 205 
157 113 116 206 
158 67 87 206 
159 80 93 207 
160 77 109 207 
161 81 108 208 
162 83 112 208 
163 90 96 209 
164 89 114 209 
165 102 105 210 
166 70 92 210 
167 73 118 211 
168 76 88 211 
169 68 90 212 
170 65 83 212 
171 64 125 213 
172 78 117 213 
173 71 80 214 
174 113 124 214 
175 66 67 215 
176 73 79 215 
177 63 99 216 
178 66 92 216 
179 87 124 217 
180 68 79 217 
181 82 107 218 
182 89 100 218 
183 108 126 219 
184 77 107 219 
185 78 94 220 
186 70 101 220 
187 85 109 221 
188 75 86 221 
189 95 98 222 
190 72 125 222 
191 127 128 223 
192 129 130 223 
193 131 132 224 
194 133 134 224 
195 135 136 225 
196 137 138 225 
197 139 140 226 
198 141 142 226 
199 143 144 227 
200 145 146 227 
201 147 148 228 
202 149 150 228 
203 151 152 229 
204 153 154 229 
205 155 156 230 
206 157 158 230 
207 159 160 231 
208 161 162 231 
209 163 164 232 
210 165 166 232 
211 167 168 233 
212 169 170 233 
213 171 172 234 
214 173 174 234 
215 175 176 235 
216 177 178 235 
217 179 180 236 
218 181 182 236 
219 183 184 237 
220 185 186 237 
221 187 188 238 
222 189 190 238 
223 191 192 239 
224 193 194 239 
225 195 196 240 
226 197 198 240 
227 199 200 241 
228 201 202 241 
229 203 204 242 
230 205 206 242 
231 207 208 243 
232 209 210 243 
233 211 212 244 
234 213 214 244 
235 215 216 245 
236 217 218 245 
237 219 220 246 
238 221 222 246 
239 223 224 247 
240 225 226 247 
241 227 228 248 
242 229 230 248 
243 231 232 249 
244 233 234 249 
245 235 236 250 
246 237 238 250 
247 239 240 251 
248 241 242 251 
249 243 244 252 
250 245 246 252 
251 247 248 253 
252 249 250 253 
253 251 252 
